first_time_homebuyer_flag,borrowers_num,orig_UPB,orig_interest_rate,program_ind,zero_balance_effective_date,loan_purpose,LTV,units_numb,id_loan,maturity_date,occupancy_status,period,DTI_ratio,orig_loan_term,channel,Unnamed: 0,first_payment_date,cens,CLTV,MI_%,property_state,zero_balance_code,postal_code,MI_cancel_flag,int_only_flag,PPM_flag,property_type,property_val_method,time,amortization_type,service_name,seller_name
N,2,45000,7.375,9,,C,67,1,F99Q10291420,202902,P,2017-12-01,32,360,R,212566,199903,False,67,0,MI,-1.0,48500,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,60000,6.95,9,201707.0,C,80,1,F99Q10291425,201902,P,2017-07-01,40,240,R,212572,199903,True,80,0,WI,1.0,54800,9,N,N,SF,9,223,FRM,Other servicers,Other sellers
Y,1,97000,6.875,9,,P,80,1,F99Q10291714,202902,P,2017-12-01,37,360,R,212856,199903,False,80,0,OH,-1.0,43200,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,62000,7.0,9,,C,80,1,F99Q10291818,201902,P,2017-12-01,43,240,T,212961,199903,False,80,0,MI,-1.0,49400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,44000,6.875,9,,N,31,1,F99Q10291860,202902,P,2017-12-01,21,360,R,213003,199903,False,31,0,IN,-1.0,47100,9,N,N,SF,9,228,FRM,Other servicers,FIFTH THIRD BANK
N,2,45000,6.875,9,,C,38,1,F99Q10291886,202902,P,2017-12-01,999,360,R,213030,199903,False,38,0,OH,-1.0,45100,9,N,N,SF,9,228,FRM,Other servicers,FIFTH THIRD BANK
N,2,71000,6.875,9,,C,55,1,F99Q10291902,201902,P,2017-12-01,14,240,R,213047,199903,False,55,0,OH,-1.0,44200,9,N,N,SF,9,228,FRM,FIFTH THIRD BANK,FIFTH THIRD BANK
N,2,87000,6.875,9,201706.0,C,38,1,F99Q10292030,201902,P,2017-06-01,37,240,R,213175,199903,True,38,0,IL,1.0,60500,9,N,N,SF,9,222,FRM,Other servicers,FIFTH THIRD BANK
N,1,65000,6.875,9,201709.0,C,75,1,F99Q10292040,202902,P,2017-09-01,21,360,T,213186,199903,True,75,0,AK,2.0,99600,9,N,N,SF,9,225,FRM,Other servicers,Other sellers
N,1,100000,6.875,9,,P,75,1,F99Q10292041,202902,P,2017-12-01,29,360,T,213188,199903,False,75,0,IN,-1.0,46300,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,95000,6.75,9,,C,72,1,F99Q10292043,202902,P,2017-12-01,26,360,T,213191,199903,False,72,0,IA,-1.0,52400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,77000,6.75,9,201702.0,N,83,1,F99Q10292062,202902,P,2017-02-01,40,360,R,213211,199903,True,83,12,MN,1.0,55300,9,N,N,SF,9,218,FRM,Other servicers,Other sellers
N,1,106000,6.875,9,,N,50,1,F99Q10293326,202904,P,2017-12-01,20,360,R,213432,199905,False,50,0,MI,-1.0,48300,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,113000,7.25,9,,P,97,1,F99Q10293422,202904,P,2017-12-01,52,360,R,213448,199905,False,97,18,MD,-1.0,21800,9,N,N,PU,9,226,FRM,Other servicers,Other sellers
N,2,110000,6.75,9,201703.0,P,49,1,F99Q10293487,202903,P,2017-03-01,19,360,R,213459,199904,True,49,0,AZ,1.0,85300,9,N,N,PU,9,218,FRM,Other servicers,Other sellers
N,2,54000,7.0,9,,N,57,1,F99Q10294063,202404,P,2017-12-01,18,300,R,213536,199905,False,57,0,OH,-1.0,43100,9,N,N,CO,9,226,FRM,Other servicers,Other sellers
N,1,65000,6.75,9,,C,61,1,F99Q10294262,202902,P,2017-12-01,25,360,T,213676,199903,False,61,0,MD,-1.0,20700,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,50000,6.75,9,,C,36,1,F99Q10294267,202903,P,2017-12-01,34,360,T,213682,199904,False,36,0,MD,-1.0,20700,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,71000,6.75,9,,C,67,1,F99Q10294268,202903,P,2017-12-01,35,360,T,213684,199904,False,67,0,MD,-1.0,20900,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,49000,6.75,9,,N,57,1,F99Q10294348,202904,P,2017-12-01,29,360,R,213760,199905,False,57,0,MA,-1.0,1000,9,N,N,CO,9,226,FRM,Other servicers,Other sellers
N,1,90000,6.75,9,201702.0,N,80,1,F99Q10294350,202904,P,2017-02-01,59,360,R,213763,199905,True,80,0,MA,1.0,1000,9,N,N,SF,9,216,FRM,Other servicers,Other sellers
Y,2,98000,6.75,9,,P,90,1,F99Q10294380,202807,P,2017-12-01,41,348,R,213794,199908,False,90,0,WA,-1.0,98800,9,N,N,SF,9,223,FRM,Other servicers,Other sellers
N,1,39000,6.5,9,201711.0,N,71,1,F99Q10294505,201904,P,2017-11-01,38,240,T,213917,199905,True,71,0,TN,1.0,38100,9,N,N,SF,9,225,FRM,Other servicers,Other sellers
Y,2,113000,7.125,9,,P,95,1,F99Q10294510,202904,P,2017-12-01,28,360,T,213923,199905,False,95,30,TN,-1.0,38100,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,82000,6.5,9,,N,68,1,F99Q10294536,201903,P,2017-12-01,25,240,T,213950,199904,False,68,0,TN,-1.0,38000,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,64000,7.625,9,,N,65,1,F99Q10294621,202904,P,2017-12-01,33,360,R,214036,199905,False,65,0,ME,-1.0,4200,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,80000,7.125,9,,N,58,1,F99Q10294643,202904,P,2017-12-01,31,360,R,214059,199905,False,58,0,ME,-1.0,4800,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,64000,7.75,9,,P,80,1,F99Q10294692,202904,I,2017-12-01,36,360,R,214109,199905,False,80,0,MO,-1.0,65700,9,N,N,SF,9,226,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
Y,1,48000,7.25,9,,P,95,1,F99Q10294708,202902,P,2017-12-01,15,360,T,214126,199903,False,95,30,SC,-1.0,29200,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
N,2,83000,6.5,9,,N,88,1,F99Q10294722,201904,P,2017-12-01,25,240,T,214141,199905,False,88,12,VA,-1.0,23100,9,N,N,SF,9,226,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
Y,2,54000,6.625,9,,P,85,1,F99Q10294743,202904,P,2017-12-01,25,360,T,214163,199905,False,85,12,AR,-1.0,71900,9,N,N,SF,9,226,FRM,Other servicers,"NATIONSBANK, N.A."
N,1,70000,7.0,9,,C,52,1,F99Q10294799,202904,P,2017-12-01,22,360,R,214218,199905,False,52,0,CA,-1.0,94600,9,N,N,SF,9,226,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
N,1,89000,6.875,9,,N,72,1,F99Q10294836,202903,P,2017-12-01,44,360,R,214256,199904,False,72,0,MO,-1.0,63700,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
N,1,86000,6.75,9,,P,80,1,F99Q10294895,202903,P,2017-12-01,33,360,T,214316,199904,False,80,0,IL,-1.0,61800,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
N,1,77000,7.25,9,,N,87,1,F99Q10294902,202904,P,2017-12-01,32,360,T,214324,199905,False,87,30,SC,-1.0,29400,9,N,N,SF,9,226,FRM,"BANK OF AMERICA, N.A.","NATIONSBANK, N.A."
Y,2,103000,6.5,9,,P,80,1,F99Q10294927,202903,P,2017-12-01,45,360,R,214349,199904,False,80,0,CA,-1.0,95600,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
Y,2,61000,7.0,9,,P,94,1,F99Q10294938,202404,P,2017-12-01,35,300,R,214361,199905,False,94,30,IN,-1.0,47800,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,113000,7.0,9,,P,85,1,F99Q10294947,202903,P,2017-12-01,26,360,R,214371,199904,False,85,12,IN,-1.0,47800,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,42000,7.0,9,,P,90,1,F99Q10294952,202903,P,2017-12-01,22,360,R,214377,199904,False,90,25,IN,-1.0,47800,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
Y,1,38000,7.0,9,,P,95,1,F99Q10294954,202904,P,2017-12-01,41,360,R,214380,199905,False,95,30,IN,-1.0,47800,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,52000,6.875,9,,C,80,1,F99Q10294964,202902,P,2017-12-01,17,360,R,214391,199903,False,80,0,IN,-1.0,47800,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,55000,6.625,9,,N,90,1,F99Q10294973,202903,P,2017-12-01,42,360,R,214401,199904,False,90,25,IN,-1.0,47800,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,55000,6.65,9,,C,75,1,F99Q10295001,202904,P,2017-12-01,31,360,R,214430,199905,False,75,0,IL,-1.0,61700,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,23000,7.0,9,,P,95,1,F99Q10295050,202903,P,2017-12-01,47,360,R,214479,199904,False,95,25,FL,-1.0,33700,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,94000,6.125,9,,P,80,1,F99Q10295053,202904,P,2017-12-01,33,360,R,214483,199905,False,80,0,PR,-1.0,700,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,84000,6.875,9,,N,75,1,F99Q10295088,201904,P,2017-12-01,10,240,T,214510,199905,False,75,0,UT,-1.0,84000,9,N,N,SF,9,226,FRM,"WELLS FARGO BANK, N.A.",FLEET MORTGAGE CORPORATION
N,1,60000,6.625,9,,C,66,1,F99Q10295150,202902,P,2017-12-01,38,360,R,214573,199903,False,66,0,PA,-1.0,18400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,2,160000,6.625,9,,P,76,1,F99Q10295166,202902,P,2017-12-01,26,360,R,214586,199903,False,76,0,MA,-1.0,2100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,130000,7.25,9,,P,36,1,F99Q10295175,202904,P,2017-12-01,26,360,R,214596,199905,False,36,0,MA,-1.0,1900,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,60000,6.875,9,,N,80,1,F99Q10295205,201902,P,2017-12-01,31,240,R,214622,199903,False,80,0,NY,-1.0,13700,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,55000,6.5,9,201712.0,C,75,1,F99Q10295215,201902,P,2017-12-01,34,240,R,214632,199903,True,75,0,NY,1.0,12700,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,168000,8.375,9,,N,80,1,F99Q10295509,202902,P,2017-12-01,44,353,R,214845,199910,False,80,0,GU,-1.0,96900,9,N,N,SF,9,221,FRM,Other servicers,Other sellers
N,2,192000,7.0,9,,N,80,1,F99Q10295651,202902,P,2017-12-01,36,360,R,214977,199903,False,80,0,MO,-1.0,63100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,56000,7.0,9,,C,75,1,F99Q10295987,202904,P,2017-12-01,34,360,R,215246,199905,False,75,0,OH,-1.0,44200,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
Y,1,54000,7.75,9,,P,95,1,F99Q10296001,202909,P,2017-12-01,38,360,R,215261,199910,False,95,30,GA,-1.0,31800,9,N,N,SF,9,221,FRM,Other servicers,Other sellers
N,2,74000,7.25,9,,N,78,1,F99Q10296110,202902,P,2017-12-01,34,360,R,215353,199903,False,78,0,FL,-1.0,33100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,94000,8.0,9,,P,95,1,F99Q10296157,202908,P,2017-12-01,33,360,R,215401,199909,False,95,30,NC,-1.0,27800,9,N,N,SF,9,222,FRM,Other servicers,Other sellers
N,1,80000,6.75,9,,N,67,1,F99Q10298464,202902,P,2017-12-01,32,360,R,215460,199903,False,67,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,46000,7.0,9,,N,50,1,F99Q10298545,202901,I,2017-12-01,20,360,R,215540,199902,False,50,0,OR,-1.0,97500,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
N,2,127000,6.875,9,,N,79,1,F99Q10298584,202902,P,2017-12-01,31,360,R,215579,199903,False,79,0,UT,-1.0,84000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,94000,7.0,9,,N,52,1,F99Q10298649,202902,P,2017-12-01,49,360,R,215645,199903,False,52,0,CA,-1.0,94500,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,59000,7.25,9,,N,55,2,F99Q10298893,202902,I,2017-12-01,32,360,R,215889,199903,False,55,0,AZ,-1.0,86400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,104000,7.0,9,,C,65,2,F99Q10298957,202902,I,2017-12-01,35,360,R,215954,199903,False,65,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,66000,6.625,9,,N,48,1,F99Q10299132,202902,P,2017-12-01,45,360,R,216125,199903,False,48,0,CA,-1.0,93400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,144000,6.99,9,,N,75,2,F99Q10299134,202902,P,2017-12-01,35,360,R,216128,199903,False,75,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,150000,7.0,9,,C,74,2,F99Q10299299,202902,P,2017-12-01,27,360,R,216293,199903,False,74,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,130000,7.0,9,,N,75,1,F99Q10299300,202902,P,2017-12-01,25,360,R,216295,199903,False,75,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,64000,7.25,9,,C,77,1,F99Q10299507,201902,P,2017-12-01,10,240,R,216502,199903,False,77,0,CA,-1.0,93200,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,62000,7.0,9,,N,75,1,F99Q10299593,202901,P,2017-12-01,34,360,R,216587,199902,False,75,0,MT,-1.0,59900,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
Y,1,108000,7.072,9,,P,80,1,F99Q10299597,202902,P,2017-12-01,24,360,R,216592,199903,False,80,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,89000,6.375,9,,C,44,1,F99Q10299670,202901,P,2017-12-01,19,360,T,216664,199902,False,44,0,CA,-1.0,95400,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
N,2,100000,6.75,9,,C,41,1,F99Q10299671,202902,P,2017-12-01,3,360,T,216666,199903,False,41,0,CA,-1.0,90000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,40000,6.25,9,,N,27,1,F99Q10299687,202901,P,2017-12-01,1,360,T,216683,199902,False,27,0,CA,-1.0,95400,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
N,2,74000,6.875,9,,N,83,1,F99Q10299694,202902,P,2017-12-01,43,360,R,216691,199903,False,83,12,ID,-1.0,83600,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,46000,7.0,9,,N,74,1,F99Q10300089,202902,P,2017-12-01,11,360,R,217083,199903,False,74,0,AZ,-1.0,86400,9,N,N,MH,9,228,FRM,Other servicers,Other sellers
N,2,85000,6.75,9,,N,75,1,F99Q10300095,202902,I,2017-12-01,17,360,R,217090,199903,False,75,0,CA,-1.0,90000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,231000,6.875,9,,C,66,1,F99Q10300224,202902,P,2017-12-01,37,360,R,217216,199903,False,66,0,UT,-1.0,84600,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,78000,6.75,9,,N,63,1,F99Q10300289,202902,P,2017-12-01,17,360,T,217279,199903,False,63,0,CA,-1.0,93400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,105000,7.0,9,,C,71,1,F99Q10300420,201902,P,2017-12-01,13,240,T,217410,199903,False,71,0,CA,-1.0,91300,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,88000,6.75,9,201702.0,N,79,1,F99Q10300496,201902,P,2017-02-01,26,240,R,217486,199903,True,79,0,CA,1.0,93200,9,N,N,SF,9,218,FRM,Other servicers,Other sellers
N,2,200000,7.059,9,,N,72,3,F99Q10300523,202902,P,2017-12-01,53,360,R,217514,199903,False,72,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,75000,6.889,9,,C,48,1,F99Q10300524,201902,P,2017-12-01,24,240,R,217516,199903,False,48,0,GU,-1.0,96900,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,145000,6.875,9,,P,78,1,F99Q10300645,202807,P,2017-12-01,30,354,R,217635,199902,False,78,0,WA,-1.0,98500,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
N,2,74000,6.75,9,,C,44,1,F99Q10300725,202902,P,2017-12-01,2,360,T,217716,199903,False,44,0,CA,-1.0,92800,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,96000,6.625,9,,C,80,1,F99Q10300794,202902,P,2017-12-01,38,360,R,217785,199903,False,80,0,UT,-1.0,84300,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.",Other sellers
N,2,60000,6.625,9,,C,64,1,F99Q10300801,202902,P,2017-12-01,12,360,R,217793,199903,False,64,0,WA,-1.0,98800,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,32000,7.625,9,,C,69,1,F99Q10301045,201903,P,2017-12-01,32,240,R,217983,199904,False,69,0,TX,-1.0,76400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,115000,7.0,9,,N,64,1,F99Q10301060,202902,P,2017-12-01,33,360,R,217995,199903,False,64,0,WI,-1.0,54400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,44000,6.75,9,201703.0,P,80,1,F99Q10301163,202903,S,2017-03-01,13,360,R,218098,199904,True,80,0,MI,1.0,49800,9,N,N,SF,9,218,FRM,Other servicers,Other sellers
N,2,110000,6.75,9,,C,75,1,F99Q10301541,202903,P,2017-12-01,18,360,T,218451,199904,False,75,0,MA,-1.0,1100,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,68000,6.625,9,,N,74,1,F99Q10301578,202904,P,2017-12-01,46,360,R,218489,199905,False,74,0,VT,-1.0,5300,9,N,N,MH,9,226,FRM,Other servicers,Other sellers
N,1,65000,6.875,9,,N,73,1,F99Q10301605,202904,P,2017-12-01,22,360,R,218517,199905,False,73,0,AR,-1.0,71900,9,N,N,MH,9,226,FRM,Other servicers,Other sellers
N,2,69000,7.125,9,,N,61,1,F99Q10301639,201904,P,2017-12-01,34,240,T,218552,199905,False,61,0,MA,-1.0,1000,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,80000,7.0,9,,C,67,1,F99Q10301706,202902,P,2017-12-01,33,360,R,218620,199903,False,67,0,NY,-1.0,14400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,89000,6.5,9,,N,83,1,F99Q10301871,202902,P,2017-12-01,28,360,T,218786,199903,False,83,12,KY,-1.0,42700,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,60000,6.75,9,,C,65,1,F99Q10301899,202902,P,2017-12-01,11,360,R,218815,199903,False,65,0,AL,-1.0,35400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,72000,6.625,9,,P,80,1,F99Q10301947,202903,P,2017-12-01,64,360,R,218864,199904,False,80,0,AL,-1.0,36500,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,80000,7.125,9,,P,73,1,F99Q10301994,202902,P,2017-12-01,17,360,T,218911,199903,False,73,0,TN,-1.0,37000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,80000,7.0,9,,C,80,1,F99Q10302035,202902,P,2017-12-01,26,360,T,218953,199903,False,80,0,FL,-1.0,32500,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,2,102000,6.875,9,,P,80,1,F99Q10302055,202903,P,2017-12-01,48,360,R,218972,199904,False,80,0,NY,-1.0,14600,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
Y,2,54000,7.0,9,,P,95,1,F99Q10302208,202903,P,2017-12-01,29,360,R,219120,199904,False,95,30,IN,-1.0,47200,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,70000,6.875,9,,N,75,1,F99Q10302336,202902,P,2017-12-01,32,360,R,219245,199903,False,75,0,MS,-1.0,38600,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,60000,7.0,9,,P,86,1,F99Q10302383,201903,P,2017-12-01,24,240,R,219293,199904,False,86,12,MS,-1.0,38600,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,70000,6.75,9,201706.0,N,77,1,F99Q10302387,201804,P,2017-06-01,25,228,R,219298,199905,True,77,0,MS,1.0,38800,9,N,N,SF,9,220,FRM,Other servicers,Other sellers
N,1,114000,6.875,9,,N,80,1,F99Q10302522,202903,P,2017-12-01,33,360,R,219432,199904,False,80,0,OH,-1.0,44300,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,196000,6.875,9,,N,79,1,F99Q10302527,202403,P,2017-12-01,29,300,R,219438,199904,False,79,0,CA,-1.0,91300,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,109000,6.625,9,,N,55,1,F99Q10302536,202902,P,2017-12-01,52,360,T,219448,199903,False,55,0,CA,-1.0,90000,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,120000,6.875,9,,N,60,1,F99Q10302549,202903,P,2017-12-01,46,360,R,219461,199904,False,60,0,OR,-1.0,97200,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,106000,6.75,9,,N,82,1,F99Q10302677,202902,P,2017-12-01,39,360,R,219585,199903,False,82,12,NC,-1.0,28500,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,54000,7.125,9,,N,56,1,F99Q10302784,202902,P,2017-12-01,43,360,R,219683,199903,False,56,0,ME,-1.0,4900,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,168000,7.125,9,,N,64,1,F99Q10302800,202202,P,2017-12-01,23,276,R,219699,199903,False,64,0,CA,-1.0,94100,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,66000,6.5,9,201708.0,N,51,1,F99Q10302909,202902,P,2017-08-01,12,360,R,219809,199903,True,51,0,MI,1.0,48300,9,N,N,SF,9,224,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,78000,6.625,9,,N,46,1,F99Q10302911,202903,P,2017-12-01,42,360,R,219812,199904,False,46,0,MA,-1.0,2000,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,64000,6.875,9,,N,68,1,F99Q10302956,202902,P,2017-12-01,27,360,R,219858,199903,False,68,0,WA,-1.0,98300,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,103000,6.875,9,,C,70,1,F99Q10303001,202902,P,2017-12-01,20,360,R,219904,199903,False,70,0,NV,-1.0,89700,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,120000,6.75,9,,N,71,1,F99Q10303061,201901,P,2017-12-01,17,240,R,219964,199902,False,71,0,TN,-1.0,38100,9,N,N,SF,9,229,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,113000,6.75,9,,N,71,1,F99Q10303109,202903,P,2017-12-01,30,360,R,220012,199904,False,71,0,WA,-1.0,99200,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,135000,6.875,9,,N,80,1,F99Q10303285,202904,P,2017-12-01,36,360,R,220180,199905,False,80,0,FL,-1.0,32200,9,N,N,SF,9,226,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,112000,6.75,9,,N,77,1,F99Q10303296,202903,P,2017-12-01,28,360,R,220192,199904,False,77,0,VA,-1.0,23100,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,63000,7.0,9,,N,53,1,F99Q10303446,202903,P,2017-12-01,19,360,R,220338,199904,False,53,0,CA,-1.0,91400,9,N,N,CO,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,147000,7.375,9,201710.0,P,90,1,F99Q10303625,202903,P,2017-10-01,34,360,T,220512,199904,True,90,25,TX,1.0,77000,9,N,N,PU,9,225,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,61000,7.0,9,,N,76,1,F99Q10303703,202904,P,2017-12-01,28,360,R,220588,199905,False,76,0,WA,-1.0,98600,9,N,N,SF,9,226,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,33000,7.0,9,201707.0,P,90,1,F99Q10303794,202904,P,2017-07-01,26,360,R,220677,199905,True,90,25,CT,1.0,6000,9,N,N,CO,9,221,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,69000,6.5,9,,N,27,1,F99Q10303908,202902,P,2017-12-01,15,360,R,220786,199903,False,27,0,CA,-1.0,91300,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,64000,6.75,9,,N,75,1,F99Q10303947,202902,P,2017-12-01,25,360,R,220826,199903,False,75,0,SC,-1.0,29300,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,51000,7.0,9,,N,80,1,F99Q10303998,202902,P,2017-12-01,18,360,R,220876,199903,False,80,0,CA,-1.0,90000,9,N,N,CO,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,69000,7.5,9,201709.0,N,77,1,F99Q10304011,202904,P,2017-09-01,39,360,R,220888,199905,True,77,0,MN,1.0,56200,9,N,N,SF,9,223,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,74000,6.875,9,201709.0,N,90,1,F99Q10304181,202902,P,2017-09-01,21,360,R,221051,199903,True,90,25,MI,1.0,49200,9,N,N,SF,9,225,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,109000,6.625,9,,P,85,1,F99Q10304237,202902,P,2017-12-01,27,360,R,221107,199903,False,85,25,NJ,-1.0,8000,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,97000,6.75,9,,N,81,1,F99Q10304241,202902,P,2017-12-01,20,360,R,221112,199903,False,81,12,GA,-1.0,30000,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,41000,6.5,9,,N,80,1,F99Q10304262,202902,P,2017-12-01,29,360,R,221134,199903,False,80,0,WA,-1.0,98400,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,1,124000,7.0,9,201701.0,N,49,1,F99Q10304578,202902,P,2017-01-01,50,360,R,221434,199903,True,49,0,CA,1.0,92700,9,N,N,SF,9,217,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,102000,7.0,9,,N,71,1,F99Q10304583,202902,P,2017-12-01,12,360,R,221440,199903,False,71,0,WA,-1.0,98000,9,N,N,SF,9,228,FRM,Other servicers,GMAC MORTGAGE CORPORATION
N,2,32000,7.0,9,,N,39,1,F99Q10304585,202903,I,2017-12-01,46,360,R,221443,199904,False,39,0,WA,-1.0,98500,9,N,N,SF,9,227,FRM,Other servicers,GMAC MORTGAGE CORPORATION
