first_time_homebuyer_flag,borrowers_num,orig_UPB,orig_interest_rate,program_ind,zero_balance_effective_date,loan_purpose,LTV,units_numb,id_loan,maturity_date,occupancy_status,period,DTI_ratio,orig_loan_term,channel,Unnamed: 0,first_payment_date,cens,CLTV,MI_%,property_state,zero_balance_code,postal_code,MI_cancel_flag,int_only_flag,PPM_flag,property_type,property_val_method,time,amortization_type,service_name,seller_name
N,2,200000,6.875,9,,P,90,1,F99Q10015254,202903,P,2017-12-01,37,360,R,13052,199904,False,90,25,KY,-1.0,40200,9,N,N,SF,9,227,FRM,Other servicers,FIFTH THIRD BANK
N,2,52000,6.375,9,,C,56,1,F99Q10015322,202904,P,2017-12-01,61,360,R,13121,199905,False,56,0,OH,-1.0,45100,9,N,N,SF,9,226,FRM,Other servicers,FIFTH THIRD BANK
N,1,154000,6.5,9,,C,59,1,F99Q10015515,202902,P,2017-12-01,33,360,R,13315,199903,False,59,0,OH,-1.0,44200,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,75000,6.625,9,,C,75,1,F99Q10015517,202902,P,2017-12-01,28,360,R,13318,199903,False,75,0,OH,-1.0,44600,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,127000,7.125,9,,N,90,1,F99Q10015655,202903,P,2017-12-01,44,360,R,13454,199904,False,90,25,OH,-1.0,45400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,58000,7.125,9,,P,80,1,F99Q10015837,202902,P,2017-12-01,34,360,R,13636,199903,False,80,0,IN,-1.0,46000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,81000,7.25,9,,P,95,1,F99Q10015889,202902,P,2017-12-01,41,360,T,13689,199903,False,95,30,MI,-1.0,49000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,1,51000,6.375,9,,P,85,1,F99Q10016046,201403,P,2017-12-01,19,180,R,13846,199904,False,85,6,OH,-1.0,44000,9,N,N,SF,9,227,FRM,Other servicers,FIFTH THIRD BANK
N,2,62000,6.875,9,201706.0,C,65,1,F99Q10016110,201903,P,2017-06-01,28,240,R,13911,199904,True,65,0,WI,1.0,53400,9,N,N,SF,9,221,FRM,Other servicers,Other sellers
N,2,30000,7.875,9,,P,45,1,F99Q10016150,202902,P,2017-12-01,26,360,R,13952,199903,False,45,0,OH,-1.0,45200,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.",Other sellers
Y,2,50000,7.125,9,,P,76,1,F99Q10016346,202903,P,2017-12-01,39,360,R,14147,199904,False,76,0,IL,-1.0,62000,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,85000,6.625,9,,C,59,1,F99Q10016385,202904,P,2017-12-01,18,360,R,14186,199905,False,59,0,CA,-1.0,94500,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,160000,6.375,9,,P,61,1,F99Q10016621,202902,P,2017-12-01,26,360,R,14422,199903,False,61,0,NC,-1.0,28100,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.",Other sellers
N,1,44000,6.625,9,,N,48,1,F99Q10016724,202903,P,2017-12-01,44,360,R,14522,199904,False,48,0,OH,-1.0,45200,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,86000,7.125,9,,N,79,1,F99Q10016822,202902,P,2017-12-01,29,360,R,14620,199903,False,79,0,MI,-1.0,48000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,45000,7.0,9,,C,71,1,F99Q10016870,201903,P,2017-12-01,30,240,R,14667,199904,False,71,0,MI,-1.0,49800,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,65000,7.125,9,,P,93,1,F99Q10016952,202903,P,2017-12-01,21,360,R,14750,199904,False,93,30,IN,-1.0,47100,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
Y,2,74000,6.75,9,201701.0,P,87,1,F99Q10017017,201904,P,2017-01-01,17,240,R,14815,199905,True,87,25,KY,1.0,40300,9,N,N,SF,9,215,FRM,Other servicers,FIFTH THIRD BANK
N,2,60000,6.875,9,201706.0,P,46,1,F99Q10017083,202902,P,2017-06-01,999,360,R,14882,199903,True,46,0,OH,1.0,45200,9,N,N,SF,9,222,FRM,"BANK OF AMERICA, N.A.",Other sellers
N,1,45000,7.0,9,,C,75,1,F99Q10017159,202903,P,2017-12-01,21,360,R,14959,199904,False,75,0,IL,-1.0,60900,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,71000,7.0,9,,N,90,1,F99Q10017160,202903,P,2017-12-01,38,360,R,14961,199904,False,90,25,IL,-1.0,60900,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,69000,7.0,9,,P,80,1,F99Q10017280,202903,P,2017-12-01,44,360,R,15081,199904,False,80,0,IL,-1.0,60900,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,34000,6.875,9,,N,66,1,F99Q10017281,202903,P,2017-12-01,31,360,R,15083,199904,False,66,0,OH,-1.0,43300,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,141000,7.0,9,,N,76,1,F99Q10017478,202404,P,2017-12-01,28,300,R,15273,199905,False,76,0,OH,-1.0,45300,9,N,N,SF,9,226,FRM,Other servicers,FIFTH THIRD BANK
N,2,49000,6.875,9,,N,70,1,F99Q10017507,201904,P,2017-12-01,29,240,R,15303,199905,False,70,0,OH,-1.0,45400,9,N,N,SF,9,226,FRM,FIFTH THIRD BANK,FIFTH THIRD BANK
N,1,25000,7.0,9,,P,95,1,F99Q10017603,202903,P,2017-12-01,32,360,R,15398,199904,False,95,30,OH,-1.0,45300,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,81000,6.875,9,,P,72,1,F99Q10017634,202903,P,2017-12-01,30,360,R,15429,199904,False,72,0,OH,-1.0,45400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,39000,7.375,9,,C,75,1,F99Q10017713,202903,P,2017-12-01,33,360,R,15509,199904,False,75,0,OH,-1.0,45800,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,47000,6.75,9,201705.0,C,75,1,F99Q10017723,202903,P,2017-05-01,30,360,R,15520,199904,True,75,0,OH,1.0,44800,9,N,N,SF,9,220,FRM,Other servicers,Other sellers
Y,2,120000,7.125,9,,P,80,2,F99Q10017762,202902,P,2017-12-01,35,360,R,15560,199903,False,80,0,IN,-1.0,46300,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,58000,7.25,9,,P,80,1,F99Q10017777,202903,P,2017-12-01,22,360,R,15576,199904,False,80,0,IL,-1.0,61400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,64000,7.25,9,,C,73,1,F99Q10017843,202904,P,2017-12-01,21,360,R,15642,199905,False,73,0,OH,-1.0,45200,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,115000,6.625,9,,P,65,1,F99Q10018047,202903,P,2017-12-01,25,360,R,15840,199904,False,65,0,OH,-1.0,45200,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,94000,7.125,9,,P,80,1,F99Q10018163,202903,P,2017-12-01,32,360,R,15952,199904,False,80,0,IL,-1.0,60400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,35000,7.125,9,,N,80,1,F99Q10018230,202902,P,2017-12-01,22,360,R,16020,199903,False,80,0,MO,-1.0,65000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,130000,6.875,9,,P,95,1,F99Q10018272,202902,P,2017-12-01,30,360,R,16062,199903,False,95,30,NM,-1.0,87100,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.",Other sellers
N,2,120000,6.75,9,,N,90,1,F99Q10018324,202902,P,2017-12-01,29,360,R,16114,199903,False,90,25,KS,-1.0,67000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,72000,7.0,9,,N,79,1,F99Q10018431,202902,P,2017-12-01,13,360,T,16222,199903,False,79,0,KY,-1.0,41000,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,78000,6.875,9,,P,90,1,F99Q10018483,202902,P,2017-12-01,36,360,T,16275,199903,False,90,25,TX,-1.0,78600,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,68000,6.875,9,,P,88,1,F99Q10018489,202902,P,2017-12-01,44,360,T,16282,199903,False,88,25,FL,-1.0,33300,9,N,N,CO,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,73000,6.875,9,201703.0,P,95,1,F99Q10018516,202902,P,2017-03-01,44,360,T,16310,199903,True,95,30,TX,1.0,76100,9,N,N,SF,9,219,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,65000,6.75,9,201710.0,C,38,1,F99Q10018695,202902,P,2017-10-01,7,360,T,16385,199903,True,38,0,MN,1.0,56000,9,N,N,SF,9,226,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,59000,6.875,9,,C,60,1,F99Q10018731,202902,P,2017-12-01,19,360,T,16399,199903,False,60,0,MN,-1.0,56500,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,78000,6.875,9,,C,56,1,F99Q10018745,202902,P,2017-12-01,20,360,R,16403,199903,False,56,0,NY,-1.0,11700,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,80000,6.875,9,,C,58,3,F99Q10018746,202902,P,2017-12-01,40,360,R,16405,199903,False,58,0,CT,-1.0,6400,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,136000,7.375,9,201710.0,N,62,1,F99Q10018995,202402,P,2017-10-01,22,300,R,16473,199903,True,62,0,WA,1.0,98000,9,N,N,PU,9,226,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,45000,7.5,9,,P,39,1,F99Q10019118,202902,P,2017-12-01,30,360,T,16502,199903,False,39,0,MD,-1.0,21200,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
Y,2,40000,7.5,9,,P,62,1,F99Q10019131,202902,P,2017-12-01,13,360,T,16504,199903,False,62,0,OK,-1.0,74400,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,93000,6.875,9,201704.0,N,44,1,F99Q10019159,202902,P,2017-04-01,21,360,R,16510,199903,True,44,0,TX,1.0,79900,9,N,N,SF,9,220,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,45000,6.875,9,,P,50,1,F99Q10019423,202902,P,2017-12-01,39,360,T,16564,199903,False,50,0,FL,-1.0,32700,9,N,N,CO,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,135000,6.5,9,,C,51,1,F99Q10019607,202902,P,2017-12-01,38,360,R,16612,199903,False,51,0,HI,-1.0,96700,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,93000,6.75,9,,N,48,1,F99Q10019791,202902,P,2017-12-01,26,360,R,16658,199903,False,48,0,CA,-1.0,91300,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,44000,6.875,9,,C,52,1,F99Q10020059,202902,P,2017-12-01,18,360,T,16723,199903,False,52,0,DE,-1.0,19900,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,199000,6.625,9,,N,61,1,F99Q10020195,202902,P,2017-12-01,28,360,T,16753,199903,False,61,0,TN,-1.0,38100,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,40000,6.875,9,,P,37,1,F99Q10020214,202902,P,2017-12-01,16,360,T,16755,199903,False,37,0,OH,-1.0,43100,9,N,N,SF,9,228,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,135000,6.5,9,,N,55,2,F99Q10020362,202902,I,2017-12-01,24,360,T,16838,199903,False,55,0,MN,-1.0,55000,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,69000,7.0,9,,N,50,1,F99Q10021068,202902,I,2017-12-01,6,360,R,17292,199903,False,50,0,CA,-1.0,93000,9,N,N,CO,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,62000,6.5,9,,N,62,1,F99Q10021380,202902,P,2017-12-01,12,360,R,17359,199903,False,62,0,MA,-1.0,1600,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,50000,6.75,9,,C,65,1,F99Q10021400,202902,I,2017-12-01,22,360,R,17368,199903,False,65,0,NC,-1.0,27500,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,50000,6.75,9,,P,30,1,F99Q10021418,202902,P,2017-12-01,25,360,T,17374,199903,False,30,0,NJ,-1.0,8800,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,29000,6.75,9,,P,28,1,F99Q10021561,202902,P,2017-12-01,31,360,R,17421,199903,False,28,0,TX,-1.0,77000,9,N,N,PU,9,228,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,50000,6.875,9,201703.0,P,51,1,F99Q10021649,202902,P,2017-03-01,51,360,R,17437,199903,True,51,0,GA,1.0,30100,9,N,N,SF,9,219,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,125000,6.625,9,,C,45,1,F99Q10021703,202902,P,2017-12-01,40,360,T,17452,199903,False,45,0,HI,-1.0,96800,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,73000,6.875,9,201707.0,N,49,1,F99Q10022103,202902,P,2017-07-01,14,360,T,17707,199903,True,49,0,VA,1.0,23300,9,N,N,SF,9,223,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,53000,6.75,9,,C,51,1,F99Q10022605,202903,P,2017-12-01,11,360,R,17916,199904,False,51,0,NM,-1.0,87500,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,58000,6.75,9,,N,46,1,F99Q10022626,202903,P,2017-12-01,21,360,T,17927,199904,False,46,0,CA,-1.0,95200,9,N,N,PU,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,53000,6.75,9,,C,65,1,F99Q10022682,202903,P,2017-12-01,21,360,T,17947,199904,False,65,0,FL,-1.0,34200,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,68000,6.75,9,,C,58,1,F99Q10022686,202903,P,2017-12-01,23,360,T,17949,199904,False,58,0,WA,-1.0,99300,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,45000,6.75,9,,N,26,1,F99Q10022764,202902,P,2017-12-01,28,360,T,17971,199903,False,26,0,UT,-1.0,84400,9,N,N,SF,9,228,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,116000,6.875,9,,C,34,2,F99Q10022825,202903,I,2017-12-01,21,360,R,17994,199904,False,34,0,CA,-1.0,90000,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,132000,6.5,9,,N,58,1,F99Q10022961,202903,I,2017-12-01,14,360,R,18050,199904,False,58,0,CA,-1.0,94500,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,107000,6.5,9,,C,61,1,F99Q10022984,202903,P,2017-12-01,19,360,T,18059,199904,False,61,0,CA,-1.0,95600,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
Y,1,50000,6.875,9,,P,63,1,F99Q10023078,202903,P,2017-12-01,29,360,T,18082,199904,False,63,0,PA,-1.0,19100,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,66000,6.875,9,,C,34,1,F99Q10023085,202903,P,2017-12-01,10,360,R,18084,199904,False,34,0,PA,-1.0,19300,9,N,N,SF,9,227,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,75000,6.875,9,,C,63,1,F99Q10023159,202902,P,2017-12-01,33,360,T,18107,199903,False,63,0,FL,-1.0,33500,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,85000,6.875,9,,N,54,1,F99Q10023175,202903,P,2017-12-01,15,360,T,18112,199904,False,54,0,MI,-1.0,48000,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,130000,6.625,9,201703.0,P,28,1,F99Q10023379,202902,P,2017-03-01,9,360,T,18163,199903,True,28,0,SC,1.0,29600,9,N,N,PU,9,219,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,112000,6.625,9,201709.0,C,64,1,F99Q10023405,202902,P,2017-09-01,24,360,T,18172,199903,True,64,0,OK,1.0,73100,9,N,N,SF,9,225,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,90000,6.75,9,,C,60,1,F99Q10024124,202903,P,2017-12-01,13,360,T,18310,199904,False,60,0,MN,-1.0,55100,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,100000,6.75,9,201708.0,C,16,1,F99Q10024128,202902,I,2017-08-01,28,360,T,18313,199903,True,16,0,CA,1.0,92600,9,N,N,SF,9,224,FRM,"JPMORGAN CHASE BANK, N.A.","DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,90000,6.75,9,,P,60,1,F99Q10024144,202902,P,2017-12-01,18,360,T,18319,199903,False,60,0,ND,-1.0,58300,9,N,N,SF,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,200000,6.875,9,,P,45,1,F99Q10024631,202903,P,2017-12-01,12,360,R,18444,199904,False,45,0,LA,-1.0,70000,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,46000,7.75,9,,N,46,1,F99Q10024756,202902,P,2017-12-01,26,360,T,18467,199903,False,46,0,TX,-1.0,75000,9,N,N,PU,9,228,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,1,45000,7.25,9,,C,53,1,F99Q10024825,202903,P,2017-12-01,22,360,R,18528,199904,False,53,0,WA,-1.0,99200,9,N,N,SF,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,102000,6.75,9,,N,80,1,F99Q10025001,202903,P,2017-12-01,37,360,R,18578,199904,False,90,0,FL,-1.0,33600,9,N,N,PU,9,227,FRM,Other servicers,"DIME SAVINGS BANK OF NEW YORK, FSB"
N,2,215000,6.75,9,,P,57,1,F99Q10025337,202902,P,2017-12-01,24,360,R,18638,199903,False,57,0,NY,-1.0,10500,9,N,N,SF,9,228,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,79000,6.75,9,,P,80,1,F99Q10025375,202902,P,2017-12-01,22,360,R,18677,199903,False,80,0,IN,-1.0,47900,9,N,N,SF,9,228,FRM,"WELLS FARGO BANK, N.A.","CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,64000,6.75,9,,P,76,1,F99Q10025378,202902,P,2017-12-01,25,360,R,18681,199903,False,76,0,FL,-1.0,33800,9,N,N,SF,9,228,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,94000,7.125,9,,N,56,1,F99Q10025400,202902,P,2017-12-01,15,360,T,18704,199903,False,56,0,IN,-1.0,46100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,2,85000,7.25,9,,P,92,1,F99Q10025428,202902,P,2017-12-01,37,360,R,18733,199903,False,92,30,TX,-1.0,76000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,2,123000,7.0,9,,P,90,1,F99Q10025436,202902,P,2017-12-01,33,360,R,18742,199903,False,90,0,CA,-1.0,91700,9,N,N,SF,9,228,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
Y,1,95000,5.875,9,,P,95,1,F99Q10025437,202902,P,2017-12-01,26,360,R,18744,199903,False,95,0,CA,-1.0,91700,9,N,N,SF,9,228,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,1,203000,5.875,9,,P,93,1,F99Q10025447,202903,P,2017-12-01,32,360,R,18755,199904,False,93,0,CA,-1.0,92500,9,N,N,SF,9,227,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,1,45000,7.375,9,,P,95,1,F99Q10025451,202904,P,2017-12-01,40,360,R,18760,199905,False,95,0,NY,-1.0,14100,9,N,N,SF,9,226,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,1,84000,5.875,9,,P,95,1,F99Q10025452,202902,P,2017-12-01,27,360,R,18762,199903,False,95,0,CA,-1.0,92500,9,N,N,SF,9,228,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,147000,5.875,9,,P,95,1,F99Q10025467,202903,P,2017-12-01,38,360,R,18766,199904,False,95,0,CA,-1.0,92500,9,N,N,SF,9,227,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,1,122000,5.875,9,,P,95,1,F99Q10025472,202904,P,2017-12-01,31,360,R,18772,199905,False,95,0,CA,-1.0,92500,9,N,N,SF,9,226,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,40000,7.0,9,,C,52,1,F99Q10025582,202902,P,2017-12-01,34,360,R,18817,199903,False,52,0,MI,-1.0,48500,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,39000,7.5,9,,N,90,1,F99Q10025645,202902,P,2017-12-01,24,360,R,18865,199903,False,90,25,MO,-1.0,63400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,25000,7.375,9,,P,17,1,F99Q10025783,202902,P,2017-12-01,33,360,R,18934,199903,False,17,0,KS,-1.0,67400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,34000,7.5,9,,N,39,1,F99Q10025794,202902,P,2017-12-01,16,360,R,18946,199903,False,39,0,MO,-1.0,65800,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,75000,6.625,9,,N,43,1,F99Q10025877,202902,P,2017-12-01,42,360,R,18993,199903,False,43,0,OR,-1.0,97400,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,150000,6.75,9,,N,75,1,F99Q10025917,202902,P,2017-12-01,32,360,T,19018,199903,False,75,0,CA,-1.0,92300,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,76000,6.75,9,,N,72,1,F99Q10026224,201902,P,2017-12-01,32,240,R,19229,199903,False,72,0,GA,-1.0,30000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,155000,7.25,9,,C,64,1,F99Q10026287,202305,P,2017-12-01,28,292,R,19273,199902,False,64,0,CA,-1.0,91700,9,N,N,SF,9,229,FRM,Other servicers,Other sellers
N,2,123000,6.75,9,,N,63,1,F99Q10026649,202902,P,2017-12-01,33,360,R,19395,199903,False,63,0,WA,-1.0,99100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,100000,6.625,9,,P,54,1,F99Q10027294,202902,P,2017-12-01,33,360,R,19679,199903,False,54,0,GA,-1.0,30100,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,2,74000,7.25,9,,N,75,1,F99Q10027547,202903,P,2017-12-01,27,360,R,19765,199904,False,75,0,WA,-1.0,99200,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,56000,6.875,9,201712.0,N,75,1,F99Q10027578,202902,P,2017-12-01,42,360,R,19774,199903,True,75,0,IA,1.0,50300,9,N,N,SF,9,228,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,1,99000,7.0,9,,C,57,1,F99Q10027672,202903,P,2017-12-01,21,360,R,19816,199904,False,57,0,OK,-1.0,73100,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,2,125000,6.875,9,,N,46,1,F99Q10027681,202903,P,2017-12-01,32,360,R,19820,199904,False,46,0,FL,-1.0,33000,9,N,N,SF,9,227,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,2,80000,6.625,9,,P,56,1,F99Q10028064,202904,P,2017-12-01,23,360,R,20055,199905,False,56,0,GA,-1.0,30300,9,N,N,PU,9,226,FRM,Other servicers,Other sellers
N,2,95000,6.75,9,201702.0,C,65,1,F99Q10028098,202903,P,2017-02-01,27,360,R,20064,199904,True,65,0,GA,1.0,30100,9,N,N,PU,9,217,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,1,59000,6.75,9,,C,65,1,F99Q10028099,202903,P,2017-12-01,28,360,R,20066,199904,False,65,0,GA,-1.0,30200,9,N,N,PU,9,227,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,2,45000,6.75,9,,P,28,1,F99Q10028108,202902,P,2017-12-01,20,360,R,20073,199903,False,28,0,NV,-1.0,89500,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
Y,1,72000,6.875,9,,P,60,1,F99Q10028160,202904,P,2017-12-01,53,360,R,20094,199905,False,60,0,GA,-1.0,30500,9,N,N,PU,9,226,FRM,Other servicers,Other sellers
N,1,84000,6.625,9,,N,80,1,F99Q10028385,201904,P,2017-12-01,42,240,R,20197,199905,False,80,0,GA,-1.0,30000,9,N,N,PU,9,226,FRM,Other servicers,Other sellers
N,2,166000,6.875,9,201701.0,N,49,1,F99Q10028408,202902,P,2017-01-01,13,360,T,20217,199903,True,49,0,CA,1.0,95400,9,N,N,SF,9,217,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,2,230000,6.75,9,201710.0,C,66,1,F99Q10028617,202903,P,2017-10-01,20,360,R,20321,199904,True,66,0,CA,1.0,92800,9,N,N,SF,9,225,FRM,"JPMORGAN CHASE BANK, N.A.",Other sellers
N,2,100000,6.875,9,,N,72,1,F99Q10028993,202904,P,2017-12-01,18,360,R,20551,199905,False,72,0,FL,-1.0,32800,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,191000,6.5,9,,N,59,1,F99Q10029429,202902,P,2017-12-01,23,360,R,20751,199903,False,59,0,WA,-1.0,98000,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
N,1,114000,6.5,9,,N,71,1,F99Q10029440,202902,P,2017-12-01,22,360,R,20756,199903,False,71,0,WA,-1.0,98200,9,N,N,SF,9,228,FRM,Other servicers,Other sellers
